id,titlu,an,n_chirilic_chars,pct_chirilic,prob_cls1_orig,prob_cls1_ablated,delta_prob_cls1,pred_orig,pred_ablated,flip
vrd_0306,Rusia luptă în Ucraina pentru libertatea palestinienilor,2023,0,0.0,0.6742597818374634,0.6742597818374634,0.0,1,1,0
vrd_0467,Zelenski refuză pacea pentru a nu-și pierde veniturile,2024,0,0.0,0.0037392384838312864,0.0037392384838312864,0.0,0,0,0
vrd_0369,În 1945 Rusia a învins prima oară Occidentul colectiv,2024,0,0.0,0.6757673025131226,0.6757673025131226,0.0,1,1,0
vrd_0183,Moldova investește bani mai mulți în apărare pentru că se pregătește de război cu Rusia,2022,0,0.0,0.46878576278686523,0.46878576278686523,0.0,0,0,0
vrd_0437,"Lupta politică în R. Moldova se duce între ""pro-români"" și ""pro-moldoveni""",2024,0,0.0,0.01563212275505066,0.01563212275505066,0.0,0,0,0
vrd_0223,"SUA vor trimite în ofensivă 200 de mii de militari-sinucigași ucraineni, subordonați direct Pentagonului",2023,0,0.0,0.003865676699206233,0.003865676699206233,0.0,0,0,0
vrd_0151,În Republica Moldova au fost interzise protestele în zilele lucrătoare,2022,0,0.0,0.014775407500565052,0.014775407500565052,0.0,0,0,0
vrd_0604,Moldova poate adera la UE doar dacă se implică în războiul din Ucraina,2025,0,0.0,0.6406585574150085,0.6406585574150085,0.0,1,1,0
vrd_0213,Diplomați occidentali pregătesc intrarea Moldovei în război,2023,0,0.0,0.007162788417190313,0.007162788417190313,0.0,0,0,0
vrd_0514,Pacea în Ucraina depinde de victoria Rusiei,2025,0,0.0,0.6574985980987549,0.6574985980987549,0.0,1,1,0
vrd_0643,Integrarea europeană slăbește securitatea energetică a Republicii Moldova,2026,0,0.0,0.015176941640675068,0.015176941640675068,0.0,0,0,0
vrd_0485,"Moldovenii, forțați să vorbească limba minorității române",2025,0,0.0,0.03710736706852913,0.03710736706852913,0.0,0,0,0
vrd_0492,Elita de la Kiev refuză pacea lui Trump ca să rămână la putere,2025,0,0.0,0.0047639524564146996,0.0047639524564146996,0.0,0,0,0
vrd_0014,Simona Halep a pierdut la Australian Open pentru că s-a vaccinat,2022,0,0.0,0.0022404480259865522,0.0022404480259865522,0.0,0,0,0
vrd_0160,Rusia poate reface Moldova lui Ștefan cel Mare în dauna României,2022,0,0.0,0.02033962309360504,0.02033962309360504,0.0,0,0,0
vrd_0296,UE și România pregătesc în Transnistria un scenariu ca în Nagorno Karabah,2023,0,0.0,0.6667089462280273,0.6667089462280273,0.0,1,1,0
vrd_0312,Pacea în Ucraina depinde de SUA și de plecarea lui Zelenski,2023,0,0.0,0.0023481883108615875,0.0023481883108615875,0.0,0,0,0
vrd_0305,UE nu va mai ajuta financiar Ucraina,2023,0,0.0,0.004341525956988335,0.004341525956988335,0.0,0,0,0
vrd_0500,Chișinăul forțează Transnistria să răspândească narațiuni pro-românești și anti-rusești,2025,0,0.0,0.6804985404014587,0.6804985404014587,0.0,1,1,0
vrd_0599,"Republica Moldova se transformă într-o ""dictatură bananieră"" controlată de UE",2025,0,0.0,0.6772072911262512,0.6772072911262512,0.0,1,1,0
vrd_0495,"""Operațiunea militară specială"" a salvat Rusia de NATO și naziști",2025,0,0.0,0.011144469492137432,0.011144469492137432,0.0,0,0,0
vrd_0140,PROPAGANDĂ DE RĂZBOI: Observatorii din Occident confirmă că referendumurile din Ucraina au respectat standardele democratice,2022,0,0.0,0.0023925125133246183,0.0023925125133246183,0.0,0,0,0
vrd_0581,Chișinăul urmărește anexarea Transnistriei și integrarea acesteia în România,2025,0,0.0,0.679419994354248,0.679419994354248,0.0,1,1,0
vrd_0345,România e un stat de mâna a doua în UE și Moldova riscă aceeași soartă,2024,0,0.0,0.6615038514137268,0.6615038514137268,0.0,1,1,0
vrd_0337,Curtea Internațională de Justiție spune că Rusia nu e agresor,2024,0,0.0,0.0028590012807399035,0.0028590012807399035,0.0,0,0,0
vrd_0635,Cucerirea Odesei de ruși va asigura securitatea energetică a Transnistriei,2025,0,0.0,0.07425957918167114,0.07425957918167114,0.0,0,0,0
vrd_0568,Rusia luptă de una singură împotriva agresiunii Occidentului,2025,0,0.0,0.0029971853364259005,0.0029971853364259005,0.0,0,0,0
vrd_0146,"Opoziția de la Chișinău și-a unit eforturile împotriva guvernării, organizând proteste masive",2022,0,0.0,0.6695424318313599,0.6695424318313599,0.0,1,1,0
vrd_0499,Rada Supremă îl va suspenda pe Zelenski,2025,0,0.0,0.0035375747829675674,0.0035375747829675674,0.0,0,0,0
vrd_0507,Crimeea a decis liber și independent să revină la Rusia,2025,0,0.0,0.04776287078857422,0.04776287078857422,0.0,0,0,0
vrd_0449,Republica Moldova nu vrea să lupte împotriva glorificării nazismului,2024,0,0.0,0.008220539428293705,0.008220539428293705,0.0,0,0,0
vrd_0657,Ucrainenii din est vor alipirea regiunii la Rusia,2026,0,0.0,0.018186425790190697,0.018186425790190697,0.0,0,0,0
vrd_0664,România va da Ucrainei gazele extrase din Marea Neagră,2026,0,0.0,0.6746298670768738,0.6746298670768738,0.0,1,1,0
vrd_0171,Curtea de la Haga a recunoscut că Rusia nu a fost implicată în doborârea avionului MH17 în 2014,2022,0,0.0,0.002774154534563422,0.002774154534563422,0.0,0,0,0
vrd_0366,Bucureștiul se teme că moldovenii vor denunța Unirea din 1859,2024,0,0.0,0.6787242889404297,0.6787242889404297,0.0,1,1,0
vrd_0540,"Rusia vrea pace, dar Occidentul forțează Kievul să continue războiul",2025,0,0.0,0.002183545148000121,0.002183545148000121,0.0,0,0,0
vrd_0592,"Macron vrea război cu Rusia, dar armata se opune",2025,0,0.0,0.001889471081085503,0.001889471081085503,0.0,0,0,0
vrd_0209,Specialiștii centralelor nucleare din Ucraina vor fi trimiși pe front,2023,0,0.0,0.02012191154062748,0.02012191154062748,0.0,0,0,0
vrd_0504,Ucraina ocupă teritorii rusești,2025,0,0.0,0.002989400178194046,0.002989400178194046,0.0,0,0,0
vrd_0452,Rusofobia naziștilor ucraineni face imposibilă terminarea războiului,2024,0,0.0,0.006872803438454866,0.006872803438454866,0.0,0,0,0
vrd_0104,"PROPAGANDĂ DE RĂZBOI: Zaporojie a stabilit contacte cu cel puțin 15 state, inclusiv membre UE",2022,0,0.0,0.0018473826348781586,0.0018473826348781586,0.0,0,0,0
vrd_0433,"Europa, amenințată de un nou val de refugiați ucraineni",2024,0,0.0,0.006803025491535664,0.006803025491535664,0.0,0,0,0
vrd_0424,Referendumul din Republica Moldova are ca scop eliminarea opoziției,2024,0,0.0,0.6789578199386597,0.6789578199386597,0.0,1,1,0
vrd_0491,"UE vrea război în Ucraina, așa că nu poate negocia pacea",2025,0,0.0,0.0014768341789022088,0.0014768341789022088,0.0,0,0,0
vrd_0169,PROPAGANDĂ DE RĂZBOI: Putin nu a participat la summit-ul G20 pentru că Occidentul pregătea un atac terorist împotriva sa,2022,0,0.0,0.6433040499687195,0.6433040499687195,0.0,1,1,0
vrd_0645,România cumpără arme la suprapreț pentru a le dona Ucrainei,2026,0,0.0,0.6659830808639526,0.6659830808639526,0.0,1,1,0
vrd_0461,România va pierde Ardealul,2024,0,0.0,0.6749768853187561,0.6749768853187561,0.0,1,1,0
vrd_0192,NATO pregătește teritoriul Republicii Moldova ca viitor teatru de război,2023,0,0.0,0.667715847492218,0.667715847492218,0.0,1,1,0
vrd_0404,Militarii ruși din Transnistria apără interesele României și Ucrainei,2024,0,0.0,0.6765047907829285,0.6765047907829285,0.0,1,1,0
vrd_0628,Chișinăul vrea să renunțe la Transnistria de dragul integrării europene,2025,0,0.0,0.6748770475387573,0.6748770475387573,0.0,1,1,0
vrd_0520,Zelenski a cumpărat o mină africană de diamante,2025,0,0.0,0.6754418015480042,0.6754418015480042,0.0,1,1,0
vrd_0322,Rusia a oprit experimentele americane pe ucraineni,2023,0,0.0,0.002270724391564727,0.002270724391564727,0.0,0,0,0
vrd_0475,Republica Moldova a blocat livrările de gaze rusești spre Transnistria,2025,0,0.0,0.6729691028594971,0.6729691028594971,0.0,1,1,0
vrd_0605,Zelenski va fi înfrânt și făcut de rușine pentru că nu vrea pace,2025,0,0.0,0.002923842752352357,0.002923842752352357,0.0,0,0,0
vrd_0508,UE se transformă în bloc militar,2025,0,0.0,0.039549820125103,0.039549820125103,0.0,0,0,0
vrd_0634,Rusia omoară oameni din cauza Ucrainei și a Occidentului,2025,0,0.0,0.0030567774083465338,0.0030567774083465338,0.0,0,0,0
vrd_0308,Evghenia Guțul aduce gaz de 10-20 de ori mai ieftin în Găgăuzia decât tariful actual,2023,0,0.0,0.003344878787174821,0.003344878787174821,0.0,0,0,0
vrd_0096,PROPAGANDĂ DE RĂZBOI: UE va deporta în Ucraina bărbații refugiați pentru a fi înrolați în armată ucraineană,2022,0,0.0,0.001956141320988536,0.001956141320988536,0.0,0,0,0
vrd_0304,Ucrainenii nu mai vor război și nu mai cred propaganda Kievului,2023,0,0.0,0.0052239056676626205,0.0052239056676626205,0.0,0,0,0
vrd_0596,UE se pregătește de război cu Rusia,2025,0,0.0,0.004237490240484476,0.004237490240484476,0.0,0,0,0
vrd_0362,Kievul șantajează Occidentul cu un dezastru nuclear,2024,0,0.0,0.021008456125855446,0.021008456125855446,0.0,0,0,0
vrd_0472,"Putin, atacat energetic de pe teritoriul ucrainean",2025,0,0.0,0.16395340859889984,0.16395340859889984,0.0,0,0,0
vrd_0389,"Occidentul ajută Ucraina să producă o ""bombă murdară""",2024,0,0.0,0.002368116984143853,0.002368116984143853,0.0,0,0,0
vrd_0347,UE a preluat controlul asupra sistemului bancar moldovenesc,2024,0,0.0,0.007168290205299854,0.007168290205299854,0.0,0,0,0
vrd_0342,Ucraina a atacat Republica Moldova cu rachete,2024,0,0.0,0.0024942965246737003,0.0024942965246737003,0.0,0,0,0
vrd_0332,"În UE, doar țările fondatoare se bucură de drepturi",2024,0,0.0,0.6476297378540039,0.6476297378540039,0.0,1,1,0
vrd_0017,Ucraina este un teritoriu rus sub ocupație străină și ar putea lansa un război împotriva Rusiei,2022,0,0.0,0.6694843173027039,0.6694843173027039,0.0,1,1,0
vrd_0184,PROPAGANDĂ DE RĂZBOI: Germanii sunt dezamăgiți de decizia UE de a sprijini financiar Ucraina,2022,0,0.0,0.0019052493153139949,0.0019052493153139949,0.0,0,0,0
vrd_0274,Ucrainenii își doresc un președinte ca Vladimir Putin,2023,0,0.0,0.0030852120835334063,0.0030852120835334063,0.0,0,0,0
vrd_0149,"PROPAGANDĂ DE RĂZBOI: Rusia arată reținere în războiul din Ucraina, mai ales când atacă obiective civile",2022,0,0.0,0.002260758774355054,0.002260758774355054,0.0,0,0,0
vrd_0563,Guvernarea de la Chișinău promovează rusofobia,2025,0,0.0,0.6681855916976929,0.6681855916976929,0.0,1,1,0
vrd_0613,România va intra în război,2025,0,0.0,0.0028421375900506973,0.0028421375900506973,0.0,0,0,0
vrd_0572,România nu a atacat Transnistria doar pentru că e prea slabă,2025,0,0.0,0.2754371464252472,0.2754371464252472,0.0,0,0,0
vrd_0150,"PROPAGANDĂ DE RĂZBOI: La fel ca și Adolf Hitler, Volodimir Zelenski a unit Europa pentru a distruge Rusia",2022,0,0.0,0.3446975350379944,0.3446975350379944,0.0,0,0,0
vrd_0238,Ucraina este un stat terorist și trebuie pedepsit de Rusia,2023,0,0.0,0.00811007246375084,0.00811007246375084,0.0,0,0,0
vrd_0423,Un grup de scriitori de la Chișinău a încercat să transmită copiilor din Tighina ziare cu falsuri despre istoria Transnistriei,2024,0,0.0,0.03615221753716469,0.03615221753716469,0.0,0,0,0
vrd_0339,"Referendumul pentru UE din Moldova va fi, de fapt, despre război",2024,0,0.0,0.00510772317647934,0.00510772317647934,0.0,0,0,0
vrd_0313,Experții americani spun că Ucraina va capitula,2023,0,0.0,0.0023717358708381653,0.0023717358708381653,0.0,0,0,0
vrd_0517,Armata Ucrainei va ataca Rusia de pe teritoriul României,2025,0,0.0,0.6673197746276855,0.6673197746276855,0.0,1,1,0
vrd_0005,UE transformă România într-o piață pentru produse de slabă calitate,2022,0,0.0,0.049763523042201996,0.049763523042201996,0.0,0,0,0
vrd_0481,UE a provocat criza energetică din Moldova,2025,0,0.0,0.0027792060282081366,0.0027792060282081366,0.0,0,0,0
vrd_0335,Intenția de a părăsi CSI aruncă Moldova în criză economică,2024,0,0.0,0.26877450942993164,0.26877450942993164,0.0,0,0,0
vrd_0008,"La sfârșitul Războiului Rece, SUA a vrut să dezmembreze România și i-a oferit-o Rusiei",2022,0,0.0,0.6751458048820496,0.6751458048820496,0.0,1,1,0
vrd_0044,"PROPAGANDĂ DE RĂZBOI: Ucraina vrea să prelungească războiul și își folosește cetățenii ca scuturi umane, în timp ce Rusia protejează civilii ucraineni",2022,0,0.0,0.004092426039278507,0.004092426039278507,0.0,0,0,0
vrd_0556,Migrația economică actuală este comparabilă cu deportările sovietice,2025,0,0.0,0.674370288848877,0.674370288848877,0.0,1,1,0
vrd_0256,Românii au înțeles că nu trebuie să sprijine Ucraina,2023,0,0.0,0.0031086255330592394,0.0031086255330592394,0.0,0,0,0
vrd_0147,"PROPAGANDĂ DE RĂZBOI: Jumătate din militarii armatei ucrainene sunt străini, ceea ce înseamnă că NATO participă la război",2022,0,0.0,0.002868868410587311,0.002868868410587311,0.0,0,0,0
vrd_0603,Rusia nu a încălcat Memorandumul de la Budapesta,2025,0,0.0,0.0019529490964487195,0.0019529490964487195,0.0,0,0,0
vrd_0674,"UE devine un ""al patrulea Reich"", finanțând războiul din Ucraina",2026,0,0.0,0.0021829281467944384,0.0021829281467944384,0.0,0,0,0
vrd_0595,Zelenski se droghează și e instabil psihic,2025,0,0.0,0.005952396895736456,0.005952396895736456,0.0,0,0,0
vrd_0390,Ruşii au capturat o dronă americană de ultimă generaţie,2024,0,0.0,0.6293814182281494,0.6293814182281494,0.0,1,1,0
vrd_0328,Rusia înfrânge NATO în războiul din Ucraina,2024,0,0.0,0.6538965702056885,0.6538965702056885,0.0,1,1,0
vrd_0456,Maia Sandu a susținut-o pe Lasconi la prezidențiale pentru că așa i-a zis Soros,2024,0,0.0,0.006057051010429859,0.006057051010429859,0.0,0,0,0
vrd_0333,Ucraina a renunțat la Donbass și Crimeea,2024,0,0.0,0.0054528494365513325,0.0054528494365513325,0.0,0,0,0
vrd_0438,Ucraina și Republica Moldova - colonii ale Occidentului cu regimuri dictatoriale,2024,0,0.0,0.6795420050621033,0.6795420050621033,0.0,1,1,0
vrd_0567,Occidentul rescrie istoria pentru a justifica atacarea Rusiei,2025,0,0.0,0.6654193997383118,0.6654193997383118,0.0,1,1,0
vrd_0608,Războiul din Transnistria a fost oprit de Rusia,2025,0,0.0,0.0030641185585409403,0.0030641185585409403,0.0,0,0,0
vrd_0624,Înfrângerea Ucrainei este în interesul UE,2025,0,0.0,0.014461463317275047,0.014461463317275047,0.0,0,0,0
vrd_0241,Rusia este susţinută de 85% din populaţia planetei,2023,0,0.0,0.6596736311912537,0.6596736311912537,0.0,1,1,0
vrd_0074,Guvernarea pro-europeană a Moldovei este de vină că primarul socialist al Chișinăului scumpește transportul public,2022,0,0.0,0.00547018414363265,0.00547018414363265,0.0,0,0,0
vrd_0593,Occidentul admite că livrările de arme către Ucraina sunt inutile,2025,0,0.0,0.05148285627365112,0.05148285627365112,0.0,0,0,0
vrd_0225,SUA i-au permis Ucrainei să bombardeze Rusia,2023,0,0.0,0.0033470287453383207,0.0033470287453383207,0.0,0,0,0
vrd_0550,Maia Sandu obligă populația să asiste la evenimentele LGBT,2025,0,0.0,0.002598922234028578,0.002598922234028578,0.0,0,0,0
vrd_0093,PROPAGANDĂ DE RĂZBOI: Kievul achită armamentul occidental cu exponate muzeale ucrainene,2022,0,0.0,0.0017171186627820134,0.0017171186627820134,0.0,0,0,0
vrd_0287,Liderii UE resping o viitoare extindere a blocului comunitar,2023,0,0.0,0.0018013579538092017,0.0018013579538092017,0.0,0,0,0
vrd_0376,"SBU, implicat în tentativa de asasinat a premierului slovac",2024,0,0.0,0.453036367893219,0.453036367893219,0.0,0,0,0
vrd_0636,Rusia a distrus transportul european prin închiderea spaţiului său aerian,2025,0,0.0,0.009176431223750114,0.009176431223750114,0.0,0,0,0
vrd_0004,"Ucraina este un stat nazist, periculos pentru existența Rusiei",2022,0,0.0,0.6740584969520569,0.6740584969520569,0.0,1,1,0
vrd_0009,Prin codul QR de pe certificatele verzi se impune creditul social și e înrobită populația,2022,0,0.0,0.6763275265693665,0.6763275265693665,0.0,1,1,0
vrd_0325,"În UE, Transnistria va fi un loc cu industrii nocive și migranți din Orient",2023,0,0.0,0.6762733459472656,0.6762733459472656,0.0,1,1,0
vrd_0229,Putin a avertizat Ucraina acum 23 de ani că NATO va provoca un război,2023,0,0.0,0.003870622254908085,0.003870622254908085,0.0,0,0,0
vrd_0032,"PROPAGANDĂ DE RĂZBOI: Rusia a atacat Cernobîlul, Zaporojie și Harkovul pentru a împiedica Ucraina să producă arme nucleare",2022,0,0.0,0.004176077898591757,0.004176077898591757,0.0,0,0,0
vrd_0652,"România, obligată prin tratatul UE să intre în război cu Iranul",2026,0,0.0,0.0032696875277906656,0.0032696875277906656,0.0,0,0,0
vrd_0638,România a rămas fără gaze pentru că le-a dat Ucrainei şi Moldovei,2026,0,0.0,0.22575686872005463,0.22575686872005463,0.0,0,0,0
vrd_0270,"Moldova își va pierde ""total"" suveranitatea, apropiindu-se de NATO",2023,0,0.0,0.0021220811177045107,0.0021220811177045107,0.0,0,0,0
vrd_0030,"NATO furnizează armament Ucrainei prin Republica Moldova, care astfel își încalcă neutralitatea",2022,0,0.0,0.011451764032244682,0.011451764032244682,0.0,0,0,0
vrd_0350,"Trimiși la moarte, militarii ucraineni le cer civililor să protesteze",2024,0,0.0,0.006406494416296482,0.006406494416296482,0.0,0,0,0
vrd_0586,"""Coaliția de Voință"" vrea resursele Ucrainei",2025,0,0.0,0.5388507843017578,0.5388507843017578,0.0,1,1,0
vrd_0052,Refugiații ucraineni abuzează de ospitalitatea moldovenilor,2022,0,0.0,0.6803138852119446,0.6803138852119446,0.0,1,1,0
vrd_0116,Guvernarea de la Chișinău a instituit un regim dictatorial care luptă împotriva presei libere,2022,0,0.0,0.0055144489742815495,0.0055144489742815495,0.0,0,0,0
vrd_0363,"NATO ar putea ocupa Ucraina, iar Rusia îi apără suveranitatea",2024,0,0.0,0.670538604259491,0.670538604259491,0.0,1,1,0
vrd_0060,PROPAGANDĂ DE RĂZBOI: Zelenski a recunoscut că Ucraina a început conflictul cu Rusia,2022,0,0.0,0.0019938668701797724,0.0019938668701797724,0.0,0,0,0
vrd_0227,Războiul a forțat SUA să mute armele biologice din Ucraina,2023,0,0.0,0.003086717566475272,0.003086717566475272,0.0,0,0,0
vrd_0130,PROPAGANDĂ DE RĂZBOI: Polonia va declanșa un război împotriva Rusiei în următorii 10 ani,2022,0,0.0,0.002526091178879142,0.002526091178879142,0.0,0,0,0
vrd_0080,PROPAGANDĂ DE RĂZBOI: Neonaziștii ucraineni țin în captivitate civili în regiunea Harkov,2022,0,0.0,0.001972780330106616,0.001972780330106616,0.0,0,0,0
vrd_0050,NATO luptă cu Rusia pâna la ultimul ucrainean,2022,0,0.0,0.6513496041297913,0.6513496041297913,0.0,1,1,0
vrd_0537,Zelenski și-a trădat poporul și prelungește intenționat războiul,2025,0,0.0,0.002272393088787794,0.002272393088787794,0.0,0,0,0
vrd_0547,Cine lucrează pe 4 iulie e anti-american,2025,0,0.0,0.6639750599861145,0.6639750599861145,0.0,1,1,0
vrd_0617,Ucrainenii vor avea viitor doar în componența Rusiei,2025,0,0.0,0.004531250335276127,0.004531250335276127,0.0,0,0,0
vrd_0479,SUA solicită condamnarea lui Zelenski la închisoare pe viață,2025,0,0.0,0.0031879839953035116,0.0031879839953035116,0.0,0,0,0
vrd_0066,PROPAGANDĂ DE RĂZBOI: Armata ucraineană aduce cadavre în Lisiciansk pentru a înscena un nou masacru,2022,0,0.0,0.0025128633715212345,0.0025128633715212345,0.0,0,0,0
vrd_0100,PROPAGANDĂ DE RĂZBOI: România va ajuta Ucraina să recupereze Hersonul,2022,0,0.0,0.034921713173389435,0.034921713173389435,0.0,0,0,0
vrd_0208,România se pregătește să intre în război,2023,0,0.0,0.6651554107666016,0.6651554107666016,0.0,1,1,0
vrd_0294,UE vrea să se extindă pentru a acapara teritoriu în defavoarea Rusiei,2023,0,0.0,0.024428075179457664,0.024428075179457664,0.0,0,0,0
vrd_0373,Integrarea Republicii Moldova în UE va duce la lichidarea sa,2024,0,0.0,0.0028130230493843555,0.0028130230493843555,0.0,0,0,0
vrd_0533,Europa și Ucraina vor să deturneze Ziua Victoriei,2025,0,0.0,0.006375257857143879,0.006375257857143879,0.0,0,0,0
vrd_0196,"Românii vor recâștiga avuția țării dacă se izolează de Occident, ca Japonia",2023,0,0.0,0.6758967041969299,0.6758967041969299,0.0,1,1,0
vrd_0120,PROPAGANDĂ DE RĂZBOI: Pe teritoriul UE sunt instruiți teroriști care vor acționa împotriva civililor din Donbass,2022,0,0.0,0.0018080022418871522,0.0018080022418871522,0.0,0,0,0
vrd_0047,"Minele amplasate de Ucraina pot arunca în aer Marea Neagră, provocând un cataclism",2022,0,0.0,0.004524041898548603,0.004524041898548603,0.0,0,0,0
vrd_0218,"Energia verde, promovată de Occident pentru a obține resurse minerale",2023,0,0.0,0.5796135067939758,0.5796135067939758,0.0,1,1,0
vrd_0057,NATO nu-și va apăra membrii în cazul unui conflict cu Rusia,2022,0,0.0,0.6506608724594116,0.6506608724594116,0.0,1,1,0
vrd_0559,România continuă să fie jefuită de UE,2025,0,0.0,0.6761509776115417,0.6761509776115417,0.0,1,1,0
vrd_0197,Maia Sandu a demis-o pe Natalia Gavrilița ca să epureze opoziția și să își consolideze regimul autoritar și anti-rus,2023,0,0.0,0.0018490328220650554,0.0018490328220650554,0.0,0,0,0
vrd_0148,"Hidroelectrica, la fel ca și alte avuții ale românilor, va fi luată de străini",2022,0,0.0,0.056923817843198776,0.056923817843198776,0.0,0,0,0
vrd_0088,Delegația Chinei a părăsit sala în timpul unui discurs al lui Volodimir Zelenski,2022,0,0.0,0.002010233933106065,0.002010233933106065,0.0,0,0,0
vrd_0115,Maia Sandu pregătește o lovitură de stat contra propriei guvernări,2022,0,0.0,0.00457031512632966,0.00457031512632966,0.0,0,0,0
vrd_0555,Rusia și Iranul sunt victimele Occidentului neocolonial și agresiv,2025,0,0.0,0.6776500940322876,0.6776500940322876,0.0,1,1,0
vrd_0494,Mass-media ridică osanale nazismului şi exponenţilor săi,2025,0,0.0,0.6739319562911987,0.6739319562911987,0.0,1,1,0
vrd_0178,Autoritățile moldovene vând în UE mai scump gazul ieftin pe care îl primesc din Rusia,2022,0,0.0,0.021363550797104836,0.021363550797104836,0.0,0,0,0
vrd_0262,Ucrainenii nu mai au loc în cimitire pentru militarii morți,2023,0,0.0,0.003934164065867662,0.003934164065867662,0.0,0,0,0
vrd_0321,"Potrivit dreptului internațional, Ucraina e a Rusiei",2023,0,0.0,0.676090657711029,0.676090657711029,0.0,1,1,0
vrd_0460,Pământul Ucrainei a fost vândut corporațiilor străine,2024,0,0.0,0.004601496737450361,0.004601496737450361,0.0,0,0,0
vrd_0348,Zelenski repetă greșelile lui Hitler,2024,0,0.0,0.001677101943641901,0.001677101943641901,0.0,0,0,0
vrd_0105,"PROPAGANDĂ DE RĂZBOI: Rusia a ucis cu o singură rachetă cel puțin 15 generali ucraineni la Vinița, oprind contraofensiva din Donbass",2022,0,0.0,0.0025608460418879986,0.0025608460418879986,0.0,0,0,0
vrd_0112,PROPAGANDĂ DE RĂZBOI: Nivelul infracționalității din Ucraina a crescut de trei ori în urma înarmării civililor,2022,0,0.0,0.002429157728329301,0.002429157728329301,0.0,0,0,0
vrd_0448,Volodimir Zelenski este un lider terorist care își ucide cetățenii,2024,0,0.0,0.002600465202704072,0.002600465202704072,0.0,0,0,0
vrd_0082,Dodon a fost reținut la ordinul serviciilor secrete din România,2022,0,0.0,0.6404387950897217,0.6404387950897217,0.0,1,1,0
vrd_0316,NATO distruge Delta Dunării,2023,0,0.0,0.6765640377998352,0.6765640377998352,0.0,1,1,0
vrd_0402,Armata ucraineană este finanțată de Occident pentru a ataca Belarusul și Transnistria,2024,0,0.0,0.013051089830696583,0.013051089830696583,0.0,0,0,0
vrd_0249,UE vrea să împingă Moldova spre o confruntare cu Rusia,2023,0,0.0,0.0026264560874551535,0.0026264560874551535,0.0,0,0,0
vrd_0281,Emigrarea de azi din Moldova este similară deportărilor staliniste,2023,0,0.0,0.6795334219932556,0.6795334219932556,0.0,1,1,0
vrd_0319,"Ucraina, invadată pentru a opri o invazie NATO",2023,0,0.0,0.006880038883537054,0.006880038883537054,0.0,0,0,0
vrd_0127,"PROPAGANDĂ DE RĂZBOI: Locuitorii regiunii Zaporojie așteaptă eliberarea orașelor Micolaev, Harkov și Odessa de naziștii ucraineni",2022,0,0.0,0.002519073197618127,0.002519073197618127,0.0,0,0,0
vrd_0263,Maia Sandu a instaurat un regim dictatorial similar cu cel al lui Plahotniuc,2023,0,0.0,0.6763412952423096,0.6763412952423096,0.0,1,1,0
vrd_0079,Presa occidentală minte despre războiul din Ucraina,2022,0,0.0,0.673562228679657,0.673562228679657,0.0,1,1,0
vrd_0102,România va fi invadată de africani și asiatici veniți din Ucraina,2022,0,0.0,0.013835577294230461,0.013835577294230461,0.0,0,0,0
vrd_0038,"PROPAGANDĂ DE RĂZBOI: Ucraina se pregătea să atace Belarusul, iar Rusia a dejucat acest scenariu",2022,0,0.0,0.01689617708325386,0.01689617708325386,0.0,0,0,0
vrd_0462,Rușii salvează memoria istorică a ucrainenilor,2024,0,0.0,0.670158863067627,0.670158863067627,0.0,1,1,0
vrd_0459,UE pregătește România și Republica Moldova de război,2024,0,0.0,0.003468993818387389,0.003468993818387389,0.0,0,0,0
vrd_0085,PROPAGANDĂ DE RĂZBOI: Copiii din Donbass erau vânduți pentru organe sub coordonarea Crucii Roșii,2022,0,0.0,0.002067738678306341,0.002067738678306341,0.0,0,0,0
vrd_0092,PROPAGANDĂ DE RĂZBOI: Voluntarii din Zaporojie se înscriu într-un batalion care va apăra regiunea de armata ucraineană,2022,0,0.0,0.0031062013003975153,0.0031062013003975153,0.0,0,0,0
vrd_0090,PROPAGANDĂ DE RĂZBOI: Secretarul general al NATO propune Kievului să cedeze Rusiei anumite teritorii în numele păcii,2022,0,0.0,0.0018477396806702018,0.0018477396806702018,0.0,0,0,0
vrd_0471,Occidentul a forțat Rusia să invadeze Ucraina,2025,0,0.0,0.0029139425605535507,0.0029139425605535507,0.0,0,0,0
vrd_0450,R. Moldova este gata să introducă regim de vize pentru ruși,2024,0,0.0,0.00831331592053175,0.00831331592053175,0.0,0,0,0
vrd_0658,SUA bagă România în război cu Iranul,2026,0,0.0,0.67509526014328,0.67509526014328,0.0,1,1,0
vrd_0418,Rusia bombardează doar infrastructura militară a Ucrainei,2024,0,0.0,0.0021125939674675465,0.0021125939674675465,0.0,0,0,0
vrd_0114,PROPAGANDĂ DE RĂZBOI: Statele UE îi vor cere Ucrainei să cedeze în fața Rusiei,2022,0,0.0,0.002537741092965007,0.002537741092965007,0.0,0,0,0
vrd_0623,Denunțarea unor acorduri CSI va băga Moldova în izolare internațională,2025,0,0.0,0.001816338743083179,0.001816338743083179,0.0,0,0,0
vrd_0070,Moldova renunță la neutralitate și se înarmează pentru război cu Rusia,2022,0,0.0,0.6792661547660828,0.6792661547660828,0.0,1,1,0
vrd_0295,Populația Ucrainei a scăzut din cauza NATO și UE,2023,0,0.0,0.006837932858616114,0.006837932858616114,0.0,0,0,0
vrd_0252,Andrzej Duda spune că Rusia va câștiga războiul,2023,0,0.0,0.00189389253500849,0.00189389253500849,0.0,0,0,0
